Pet_Name,Breed,Pet_Type,Age_Years,Weight_kg,Temperature_C,Heartbeat_BPM,Health_Status,Current_Behavior,Recommendation
Tiger,Domestic Shorthair,Cat,15,2.9,39.07,126,Normal,Calm and Relaxed,Continue regular monitoring
Ruby,Bulldog,Dog,1,10.3,38.94,113,Normal,Active and Happy,Continue regular monitoring
Milo,Siamese,Cat,6,2.5,38.36,132,Normal,Active and Happy,Continue regular monitoring
Leo,Ragdoll,Cat,11,31.1,38.44,123,Normal,Active and Happy,Continue regular monitoring
Daisy,Bulldog,Dog,4,19.5,38.56,101,Normal,Active and Happy,Continue regular monitoring
Tiger,Persian,Cat,2,3.4,37.51,156,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Golden Retriever,Dog,7,26.1,40.89,141,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Rocky,Golden Retriever,Dog,4,8.6,38.49,89,Normal,Active and Happy,Continue regular monitoring
Coco,Labrador Retriever,Dog,6,41.1,40.26,154,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Siamese,Cat,1,6.5,38.68,138,Normal,Active and Happy,Continue regular monitoring
Zoe,Golden Retriever,Dog,12,32.2,38.34,73,Normal,Active and Happy,Continue regular monitoring
Buddy,Persian,Cat,5,4.7,38.52,123,Normal,Active and Happy,Continue regular monitoring
Toby,Bengal,Cat,17,23.8,38.77,131,Normal,Calm and Relaxed,Continue regular monitoring
Charlie,Labrador Retriever,Dog,1,38.5,39.71,124,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Jack,Siamese,Cat,10,5.4,39.65,164,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Labrador Retriever,Dog,6,33.5,39.89,141,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Max,Bulldog,Dog,4,17.2,40.13,147,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Charlie,German Shepherd,Dog,14,23.0,38.46,53,Normal,Calm and Relaxed,Continue regular monitoring
Luna,Chihuahua,Dog,5,3.3,38.71,144,Normal,Active and Happy,Continue regular monitoring
Daisy,Chihuahua,Dog,1,3.6,39.01,132,Normal,Active and Happy,Continue regular monitoring
Toby,Ragdoll,Cat,15,25.0,38.51,107,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Persian,Cat,2,6.5,40.03,173,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Milo,Siamese,Cat,3,6.1,39.54,141,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Poodle,Dog,8,17.8,38.85,100,Normal,Active and Happy,Continue regular monitoring
Toby,Labrador Retriever,Dog,9,38.5,38.74,80,Normal,Active and Happy,Continue regular monitoring
Cooper,Ragdoll,Cat,3,44.3,38.71,107,Normal,Active and Happy,Continue regular monitoring
Coco,German Shepherd,Dog,15,36.9,38.6,96,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Sphynx,Cat,15,3.6,40.28,170,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Molly,Siamese,Cat,16,4.2,37.86,133,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Chihuahua,Dog,4,3.5,39.03,137,Normal,Active and Happy,Continue regular monitoring
Simba,Ragdoll,Cat,3,32.2,37.77,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Max,Beagle,Dog,1,2.1,38.63,123,Normal,Active and Happy,Continue regular monitoring
Toby,Labrador Retriever,Dog,14,28.7,38.56,89,Normal,Calm and Relaxed,Continue regular monitoring
Leo,Siamese,Cat,9,3.9,37.31,158,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Ruby,Ragdoll,Cat,2,31.9,38.4,126,Normal,Active and Happy,Continue regular monitoring
Max,Labrador Retriever,Dog,2,41.0,38.51,92,Normal,Active and Happy,Continue regular monitoring
Luna,Siamese,Cat,7,5.5,38.76,120,Normal,Active and Happy,Continue regular monitoring
Toby,German Shepherd,Dog,11,7.5,38.56,67,Normal,Active and Happy,Continue regular monitoring
Luna,Chihuahua,Dog,13,5.2,40.69,181,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Lucy,Poodle,Dog,14,14.3,39.74,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Siamese,Cat,15,7.4,38.51,106,Normal,Calm and Relaxed,Continue regular monitoring
Oscar,Labrador Retriever,Dog,14,35.4,40.13,145,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Daisy,Labrador Retriever,Dog,13,38.5,38.34,87,Normal,Calm and Relaxed,Continue regular monitoring
Oscar,Persian,Cat,6,4.5,38.54,117,Normal,Active and Happy,Continue regular monitoring
Leo,German Shepherd,Dog,1,39.6,39.97,161,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Domestic Shorthair,Cat,1,9.5,38.55,150,Normal,Active and Happy,Continue regular monitoring
Luna,Bengal,Cat,9,12.4,38.65,118,Normal,Active and Happy,Continue regular monitoring
Ruby,Domestic Shorthair,Cat,2,8.5,38.79,124,Normal,Active and Happy,Continue regular monitoring
Bella,Domestic Shorthair,Cat,3,5.3,38.7,132,Normal,Active and Happy,Continue regular monitoring
Zoe,Siamese,Cat,16,4.2,38.46,123,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Bulldog,Dog,11,14.5,38.45,111,Normal,Active and Happy,Continue regular monitoring
Zoe,Chihuahua,Dog,1,6.2,39.05,135,Normal,Active and Happy,Continue regular monitoring
Oscar,Chihuahua,Dog,11,4.9,37.91,167,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Coco,Persian,Cat,7,5.0,38.47,114,Normal,Active and Happy,Continue regular monitoring
Toby,Siamese,Cat,11,4.7,38.59,118,Normal,Active and Happy,Continue regular monitoring
Charlie,Beagle,Dog,3,4.2,38.61,111,Normal,Active and Happy,Continue regular monitoring
Max,Bengal,Cat,12,13.9,38.81,142,Normal,Active and Happy,Continue regular monitoring
Lucy,Bengal,Cat,5,4.4,38.59,134,Normal,Active and Happy,Continue regular monitoring
Oscar,Chihuahua,Dog,12,7.0,39.17,132,Normal,Active and Happy,Continue regular monitoring
Jack,Bulldog,Dog,9,20.0,38.82,91,Normal,Active and Happy,Continue regular monitoring
Oscar,German Shepherd,Dog,2,38.4,38.43,94,Normal,Active and Happy,Continue regular monitoring
Charlie,Poodle,Dog,1,17.6,38.76,97,Normal,Active and Happy,Continue regular monitoring
Leo,Persian,Cat,6,3.9,38.54,128,Normal,Active and Happy,Continue regular monitoring
Daisy,Chihuahua,Dog,2,9.4,39.07,135,Normal,Active and Happy,Continue regular monitoring
Luna,Bengal,Cat,9,18.4,39.42,153,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Golden Retriever,Dog,6,38.5,37.51,155,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Cooper,Siamese,Cat,1,1.0,38.46,124,Normal,Active and Happy,Continue regular monitoring
Coco,Sphynx,Cat,9,5.2,39.02,139,Normal,Active and Happy,Continue regular monitoring
Simba,Golden Retriever,Dog,16,21.1,38.79,98,Normal,Calm and Relaxed,Continue regular monitoring
Toby,Domestic Shorthair,Cat,6,6.6,39.03,136,Normal,Active and Happy,Continue regular monitoring
Cooper,Golden Retriever,Dog,6,24.6,38.35,88,Normal,Active and Happy,Continue regular monitoring
Molly,Golden Retriever,Dog,4,35.3,38.91,80,Normal,Active and Happy,Continue regular monitoring
Leo,Labrador Retriever,Dog,17,33.7,38.79,69,Normal,Calm and Relaxed,Continue regular monitoring
Max,Bulldog,Dog,13,13.8,38.17,155,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Maine Coon,Cat,8,24.2,38.18,118,Normal,Active and Happy,Continue regular monitoring
Luna,Labrador Retriever,Dog,2,31.2,38.3,87,Normal,Active and Happy,Continue regular monitoring
Buddy,Persian,Cat,6,3.4,37.72,163,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Coco,Bulldog,Dog,16,8.3,38.75,97,Normal,Calm and Relaxed,Continue regular monitoring
Milo,Beagle,Dog,13,2.6,40.64,182,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Toby,Maine Coon,Cat,13,34.3,36.93,172,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Zoe,Bengal,Cat,4,12.3,39.95,188,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Toby,Sphynx,Cat,3,7.2,39.27,134,Normal,Active and Happy,Continue regular monitoring
Tiger,Ragdoll,Cat,2,37.4,38.6,141,Normal,Active and Happy,Continue regular monitoring
Cooper,Chihuahua,Dog,15,5.3,38.91,130,Normal,Calm and Relaxed,Continue regular monitoring
Daisy,Ragdoll,Cat,16,26.0,39.44,146,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Ragdoll,Cat,1,29.6,40.13,145,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Buddy,Sphynx,Cat,15,2.8,39.13,137,Normal,Calm and Relaxed,Continue regular monitoring
Jack,Bengal,Cat,1,25.2,38.8,132,Normal,Active and Happy,Continue regular monitoring
Toby,Golden Retriever,Dog,6,18.1,38.49,96,Normal,Active and Happy,Continue regular monitoring
Ruby,Sphynx,Cat,15,5.6,37.99,167,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Milo,Poodle,Dog,7,17.4,38.62,102,Normal,Active and Happy,Continue regular monitoring
Charlie,Poodle,Dog,12,16.1,38.52,91,Normal,Active and Happy,Continue regular monitoring
Toby,Beagle,Dog,7,5.6,40.03,192,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Labrador Retriever,Dog,6,30.1,38.19,104,Normal,Active and Happy,Continue regular monitoring
Cooper,German Shepherd,Dog,10,36.8,38.7,96,Normal,Active and Happy,Continue regular monitoring
Toby,German Shepherd,Dog,5,26.3,38.48,96,Normal,Active and Happy,Continue regular monitoring
Milo,Domestic Shorthair,Cat,2,6.6,38.46,117,Normal,Active and Happy,Continue regular monitoring
Max,Chihuahua,Dog,4,4.9,38.41,145,Normal,Active and Happy,Continue regular monitoring
Max,Bengal,Cat,5,24.5,38.86,143,Normal,Active and Happy,Continue regular monitoring
Rocky,Bulldog,Dog,2,22.9,39.08,105,Normal,Active and Happy,Continue regular monitoring
Oscar,Golden Retriever,Dog,8,29.9,38.39,87,Normal,Active and Happy,Continue regular monitoring
Bella,Bengal,Cat,15,9.1,39.57,186,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Milo,Maine Coon,Cat,8,31.9,38.41,121,Normal,Active and Happy,Continue regular monitoring
Milo,German Shepherd,Dog,7,33.0,38.67,100,Normal,Active and Happy,Continue regular monitoring
Simba,Golden Retriever,Dog,3,37.4,39.94,141,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Toby,Golden Retriever,Dog,9,30.9,38.34,89,Normal,Active and Happy,Continue regular monitoring
Leo,German Shepherd,Dog,1,32.1,37.63,162,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Chihuahua,Dog,10,6.6,39.19,123,Normal,Active and Happy,Continue regular monitoring
Jack,Labrador Retriever,Dog,13,33.5,38.63,90,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Ragdoll,Cat,2,27.2,38.87,121,Normal,Active and Happy,Continue regular monitoring
Coco,Golden Retriever,Dog,9,39.3,37.57,132,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Oscar,Beagle,Dog,14,4.2,38.61,106,Normal,Calm and Relaxed,Continue regular monitoring
Daisy,Siamese,Cat,12,8.1,38.62,128,Normal,Active and Happy,Continue regular monitoring
Daisy,Sphynx,Cat,12,6.3,39.19,138,Normal,Active and Happy,Continue regular monitoring
Cooper,Poodle,Dog,2,19.9,39.64,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Jack,Persian,Cat,15,2.9,37.51,128,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Bulldog,Dog,15,17.3,38.71,98,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Persian,Cat,1,2.7,36.83,168,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Molly,Poodle,Dog,13,9.6,37.24,190,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Toby,Beagle,Dog,16,4.1,38.61,108,Normal,Calm and Relaxed,Continue regular monitoring
Milo,Bengal,Cat,12,9.8,38.93,127,Normal,Active and Happy,Continue regular monitoring
Oscar,Siamese,Cat,4,8.5,40.02,160,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Coco,Maine Coon,Cat,8,33.4,39.27,170,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Cooper,Golden Retriever,Dog,5,37.3,39.85,122,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Ragdoll,Cat,1,27.9,38.73,118,Normal,Active and Happy,Continue regular monitoring
Tiger,Sphynx,Cat,11,4.6,39.13,151,Normal,Active and Happy,Continue regular monitoring
Leo,Ragdoll,Cat,1,21.8,37.61,140,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Bengal,Cat,14,16.8,37.86,193,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Buddy,Chihuahua,Dog,4,3.2,38.79,134,Normal,Active and Happy,Continue regular monitoring
Lucy,Golden Retriever,Dog,4,29.3,40.33,173,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Coco,Bulldog,Dog,3,6.4,38.55,96,Normal,Active and Happy,Continue regular monitoring
Jack,Poodle,Dog,16,16.8,38.48,83,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Chihuahua,Dog,7,6.4,40.49,167,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Persian,Cat,6,11.3,38.42,141,Normal,Active and Happy,Continue regular monitoring
Daisy,Golden Retriever,Dog,15,40.9,38.71,84,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Ragdoll,Cat,3,25.4,38.69,110,Normal,Active and Happy,Continue regular monitoring
Tiger,Bengal,Cat,3,17.2,38.97,124,Normal,Active and Happy,Continue regular monitoring
Tiger,Siamese,Cat,16,5.3,40.07,160,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Daisy,Labrador Retriever,Dog,3,19.8,38.7,88,Normal,Active and Happy,Continue regular monitoring
Ruby,Domestic Shorthair,Cat,7,5.5,39.91,172,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Persian,Cat,6,5.0,38.4,114,Normal,Active and Happy,Continue regular monitoring
Max,Ragdoll,Cat,16,24.9,39.71,151,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Milo,Beagle,Dog,5,6.6,38.84,100,Normal,Active and Happy,Continue regular monitoring
Buddy,Bulldog,Dog,7,16.2,38.68,91,Normal,Active and Happy,Continue regular monitoring
Jack,Siamese,Cat,6,3.3,38.69,132,Normal,Active and Happy,Continue regular monitoring
Max,Chihuahua,Dog,4,6.8,38.98,121,Normal,Active and Happy,Continue regular monitoring
Milo,Labrador Retriever,Dog,5,28.8,38.4,81,Normal,Active and Happy,Continue regular monitoring
Milo,Bulldog,Dog,17,22.4,38.86,93,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Siamese,Cat,7,5.2,38.94,143,Normal,Active and Happy,Continue regular monitoring
Cooper,Sphynx,Cat,17,3.0,39.11,136,Normal,Calm and Relaxed,Continue regular monitoring
Rocky,Domestic Shorthair,Cat,12,6.8,38.46,133,Normal,Active and Happy,Continue regular monitoring
Simba,Bulldog,Dog,4,8.8,38.56,105,Normal,Active and Happy,Continue regular monitoring
Buddy,Domestic Shorthair,Cat,5,8.5,37.41,202,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Tiger,Labrador Retriever,Dog,14,16.4,38.38,84,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Bulldog,Dog,1,18.5,38.85,93,Normal,Active and Happy,Continue regular monitoring
Molly,Beagle,Dog,4,5.4,39.23,102,Normal,Active and Happy,Continue regular monitoring
Milo,German Shepherd,Dog,1,41.4,38.7,88,Normal,Active and Happy,Continue regular monitoring
Zoe,Labrador Retriever,Dog,15,42.7,38.56,76,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,German Shepherd,Dog,16,32.2,38.47,75,Normal,Calm and Relaxed,Continue regular monitoring
Toby,Ragdoll,Cat,8,23.0,38.6,103,Normal,Active and Happy,Continue regular monitoring
Toby,Bengal,Cat,14,20.2,38.76,126,Normal,Calm and Relaxed,Continue regular monitoring
Daisy,Bengal,Cat,8,15.9,39.01,138,Normal,Active and Happy,Continue regular monitoring
Bella,Ragdoll,Cat,4,36.8,38.69,121,Normal,Active and Happy,Continue regular monitoring
Daisy,Maine Coon,Cat,11,38.4,36.72,170,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Cooper,Domestic Shorthair,Cat,9,6.4,38.79,130,Normal,Active and Happy,Continue regular monitoring
Buddy,Bengal,Cat,2,15.0,40.75,210,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Sphynx,Cat,7,6.5,37.52,177,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Zoe,Bengal,Cat,9,25.8,38.39,140,Normal,Active and Happy,Continue regular monitoring
Lucy,Bulldog,Dog,9,18.2,37.6,189,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Leo,Chihuahua,Dog,12,5.8,38.44,133,Normal,Active and Happy,Continue regular monitoring
Coco,Bengal,Cat,6,23.9,39.03,136,Normal,Active and Happy,Continue regular monitoring
Max,Bengal,Cat,5,17.9,39.6,134,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Cooper,Poodle,Dog,16,16.6,38.69,100,Normal,Calm and Relaxed,Continue regular monitoring
Simba,Golden Retriever,Dog,14,42.1,40.34,166,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Bella,Sphynx,Cat,14,4.8,39.18,148,Normal,Calm and Relaxed,Continue regular monitoring
Luna,Beagle,Dog,6,2.9,38.88,115,Normal,Active and Happy,Continue regular monitoring
Leo,Bulldog,Dog,2,8.7,40.33,144,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Leo,Bengal,Cat,8,26.0,40.85,187,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Persian,Cat,6,6.0,38.38,136,Normal,Active and Happy,Continue regular monitoring
Luna,Labrador Retriever,Dog,9,27.8,40.4,183,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Bengal,Cat,8,18.5,38.91,129,Normal,Active and Happy,Continue regular monitoring
Oscar,Beagle,Dog,4,5.2,38.89,124,Normal,Active and Happy,Continue regular monitoring
Leo,Bulldog,Dog,6,18.8,38.8,100,Normal,Active and Happy,Continue regular monitoring
Daisy,Bengal,Cat,14,28.5,38.73,134,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Siamese,Cat,16,6.2,38.86,120,Normal,Calm and Relaxed,Continue regular monitoring
Ruby,Bulldog,Dog,10,21.0,38.87,93,Normal,Active and Happy,Continue regular monitoring
Cooper,Maine Coon,Cat,8,20.9,38.29,110,Normal,Active and Happy,Continue regular monitoring
Max,Ragdoll,Cat,5,23.7,38.57,128,Normal,Active and Happy,Continue regular monitoring
Oscar,Chihuahua,Dog,14,5.4,38.86,114,Normal,Calm and Relaxed,Continue regular monitoring
Charlie,Sphynx,Cat,8,3.8,39.26,143,Normal,Active and Happy,Continue regular monitoring
Rocky,German Shepherd,Dog,12,19.4,40.72,146,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,German Shepherd,Dog,13,28.7,38.53,69,Normal,Calm and Relaxed,Continue regular monitoring
Leo,Persian,Cat,14,3.8,38.43,124,Normal,Calm and Relaxed,Continue regular monitoring
Jack,Labrador Retriever,Dog,13,19.8,37.5,139,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Chihuahua,Dog,1,7.8,38.92,132,Normal,Active and Happy,Continue regular monitoring
Ruby,Domestic Shorthair,Cat,4,5.4,38.7,143,Normal,Active and Happy,Continue regular monitoring
Max,Persian,Cat,7,5.9,38.2,137,Normal,Active and Happy,Continue regular monitoring
Oscar,Labrador Retriever,Dog,1,30.6,37.81,139,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Ruby,Domestic Shorthair,Cat,5,6.2,39.96,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Chihuahua,Dog,3,3.8,38.52,126,Normal,Active and Happy,Continue regular monitoring
Cooper,Chihuahua,Dog,14,8.0,38.9,132,Normal,Calm and Relaxed,Continue regular monitoring
Milo,German Shepherd,Dog,4,36.0,38.58,83,Normal,Active and Happy,Continue regular monitoring
Bella,Persian,Cat,1,3.4,38.72,119,Normal,Active and Happy,Continue regular monitoring
Buddy,Chihuahua,Dog,14,4.3,38.86,132,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Chihuahua,Dog,10,6.9,39.63,155,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Buddy,Chihuahua,Dog,12,4.9,38.8,136,Normal,Active and Happy,Continue regular monitoring
Coco,Labrador Retriever,Dog,3,36.7,38.47,86,Normal,Active and Happy,Continue regular monitoring
Zoe,Beagle,Dog,8,3.3,38.47,133,Normal,Active and Happy,Continue regular monitoring
Coco,Bulldog,Dog,6,10.3,38.88,117,Normal,Active and Happy,Continue regular monitoring
Toby,Labrador Retriever,Dog,2,39.3,37.83,150,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Golden Retriever,Dog,4,21.0,38.62,113,Normal,Active and Happy,Continue regular monitoring
Oscar,Bengal,Cat,12,11.8,38.88,100,Normal,Active and Happy,Continue regular monitoring
Daisy,Sphynx,Cat,3,8.9,39.56,122,Normal,Active and Happy,Continue regular monitoring
Coco,Golden Retriever,Dog,14,26.9,37.3,144,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Milo,Siamese,Cat,3,5.9,38.97,115,Normal,Active and Happy,Continue regular monitoring
Molly,Chihuahua,Dog,9,3.7,38.82,126,Normal,Active and Happy,Continue regular monitoring
Buddy,Bulldog,Dog,6,17.0,37.75,151,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Leo,Persian,Cat,17,8.3,38.44,127,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Siamese,Cat,16,4.2,38.47,133,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Golden Retriever,Dog,9,30.8,38.55,99,Normal,Active and Happy,Continue regular monitoring
Leo,Bengal,Cat,8,20.5,38.91,118,Normal,Active and Happy,Continue regular monitoring
Lucy,Bengal,Cat,3,14.8,37.87,136,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Maine Coon,Cat,1,36.2,38.52,113,Normal,Active and Happy,Continue regular monitoring
Simba,Domestic Shorthair,Cat,5,7.4,38.87,121,Normal,Active and Happy,Continue regular monitoring
Coco,Golden Retriever,Dog,5,28.5,38.28,81,Normal,Active and Happy,Continue regular monitoring
Buddy,German Shepherd,Dog,17,33.4,38.54,104,Normal,Calm and Relaxed,Continue regular monitoring
Coco,Labrador Retriever,Dog,2,28.6,39.62,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Daisy,Golden Retriever,Dog,6,25.8,40.37,146,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Cooper,Sphynx,Cat,6,4.9,38.94,139,Normal,Active and Happy,Continue regular monitoring
Tiger,Poodle,Dog,6,20.9,38.95,96,Normal,Active and Happy,Continue regular monitoring
Bella,Poodle,Dog,4,8.2,40.88,141,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Molly,Labrador Retriever,Dog,2,29.5,39.74,137,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Leo,Persian,Cat,8,6.1,38.78,138,Normal,Active and Happy,Continue regular monitoring
Daisy,Golden Retriever,Dog,5,20.4,38.47,93,Normal,Active and Happy,Continue regular monitoring
Coco,Beagle,Dog,4,7.3,38.62,112,Normal,Active and Happy,Continue regular monitoring
Daisy,Chihuahua,Dog,14,8.9,38.83,135,Normal,Calm and Relaxed,Continue regular monitoring
Toby,Beagle,Dog,12,4.5,38.94,126,Normal,Active and Happy,Continue regular monitoring
Oscar,Bengal,Cat,9,4.8,38.51,149,Normal,Active and Happy,Continue regular monitoring
Luna,Beagle,Dog,5,5.6,37.77,155,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Beagle,Dog,4,9.3,38.86,111,Normal,Active and Happy,Continue regular monitoring
Max,German Shepherd,Dog,8,34.7,38.85,87,Normal,Active and Happy,Continue regular monitoring
Max,Persian,Cat,3,5.5,38.3,130,Normal,Active and Happy,Continue regular monitoring
Oscar,Bulldog,Dog,8,13.3,40.01,134,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Bella,Persian,Cat,3,7.7,38.59,118,Normal,Active and Happy,Continue regular monitoring
Molly,Beagle,Dog,1,5.9,38.51,120,Normal,Active and Happy,Continue regular monitoring
Max,Bulldog,Dog,6,12.6,37.41,158,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Jack,Beagle,Dog,6,8.6,39.07,100,Normal,Active and Happy,Continue regular monitoring
Milo,Labrador Retriever,Dog,10,22.2,38.86,74,Normal,Active and Happy,Continue regular monitoring
Luna,Golden Retriever,Dog,16,31.5,37.11,130,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Bengal,Cat,12,13.1,37.47,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Labrador Retriever,Dog,14,19.0,38.27,79,Normal,Calm and Relaxed,Continue regular monitoring
Daisy,Chihuahua,Dog,1,6.7,38.54,120,Normal,Active and Happy,Continue regular monitoring
Rocky,Bengal,Cat,5,16.1,40.11,128,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Coco,Bulldog,Dog,7,13.9,38.67,92,Normal,Active and Happy,Continue regular monitoring
Lucy,German Shepherd,Dog,2,25.7,40.82,160,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Golden Retriever,Dog,11,33.8,37.91,127,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Charlie,Ragdoll,Cat,3,37.4,38.71,126,Normal,Active and Happy,Continue regular monitoring
Rocky,Siamese,Cat,3,3.9,37.01,172,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Zoe,Labrador Retriever,Dog,2,28.3,37.4,123,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Max,Chihuahua,Dog,8,6.9,38.94,126,Normal,Active and Happy,Continue regular monitoring
Leo,Poodle,Dog,10,12.0,39.22,108,Normal,Active and Happy,Continue regular monitoring
Toby,Bengal,Cat,12,13.7,39.0,122,Normal,Active and Happy,Continue regular monitoring
Leo,Chihuahua,Dog,7,4.0,40.41,205,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Oscar,Labrador Retriever,Dog,17,34.5,38.36,85,Normal,Calm and Relaxed,Continue regular monitoring
Cooper,Chihuahua,Dog,4,5.9,39.06,125,Normal,Active and Happy,Continue regular monitoring
Simba,Siamese,Cat,1,4.4,38.61,129,Normal,Active and Happy,Continue regular monitoring
Max,Bulldog,Dog,9,19.9,39.44,136,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Oscar,Siamese,Cat,10,5.0,40.14,178,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Domestic Shorthair,Cat,6,4.6,39.72,157,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Oscar,Persian,Cat,3,3.0,38.6,118,Normal,Active and Happy,Continue regular monitoring
Milo,Persian,Cat,6,2.4,38.3,118,Normal,Active and Happy,Continue regular monitoring
