Pet_Name,Breed,Pet_Type,Age_Years,Weight_kg,Temperature_C,Heartbeat_BPM,Health_Status,Current_Behavior,Recommendation
Molly,Golden Retriever,Dog,4.0,35.3,38.91,80.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Labrador Retriever,Dog,17.0,33.7,38.79,69.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Max,Bulldog,Dog,13.0,13.8,38.17,155.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Maine Coon,Cat,8.0,24.2,38.18,118.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,2.0,31.2,38.3,87.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Persian,Cat,6.0,3.4,37.72,163.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Bulldog,Dog,16.0,8.3,38.75,97.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Beagle,Dog,13.0,2.6,39.925,182.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Toby,Maine Coon,Cat,13.0,34.3,37.56500000000001,172.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Zoe,Bengal,Cat,4.0,12.3,39.925,188.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Toby,Sphynx,Cat,3.0,7.2,39.27,134.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Ragdoll,Cat,2.0,37.4,38.6,141.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Chihuahua,Dog,15.0,5.3,38.91,130.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Ragdoll,Cat,16.0,26.0,39.44,146.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Ragdoll,Cat,1.0,29.6,39.925,145.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Sphynx,Cat,15.0,2.8,39.13,137.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Bengal,Cat,1.0,25.2,38.8,132.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Golden Retriever,Dog,6.0,18.1,38.49,96.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Sphynx,Cat,15.0,5.6,37.99,167.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Poodle,Dog,7.0,17.4,38.62,102.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Poodle,Dog,12.0,16.1,38.52,91.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Beagle,Dog,7.0,5.6,39.925,192.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Labrador Retriever,Dog,6.0,30.1,38.19,104.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,German Shepherd,Dog,10.0,36.8,38.7,96.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,German Shepherd,Dog,5.0,26.3,38.48,96.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Domestic Shorthair,Cat,2.0,6.6,38.46,117.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Chihuahua,Dog,4.0,4.9,38.41,145.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Bengal,Cat,5.0,24.5,38.86,143.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Bulldog,Dog,2.0,22.9,39.08,105.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Golden Retriever,Dog,8.0,29.9,38.39,87.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bengal,Cat,15.0,9.1,39.57,186.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Maine Coon,Cat,8.0,31.9,38.41,121.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,German Shepherd,Dog,7.0,33.0,38.67,100.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Golden Retriever,Dog,3.0,37.4,39.925,141.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Golden Retriever,Dog,9.0,30.9,38.34,89.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,German Shepherd,Dog,1.0,32.1,37.63,162.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Chihuahua,Dog,10.0,6.6,39.19,123.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Labrador Retriever,Dog,13.0,33.5,38.63,90.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Ragdoll,Cat,2.0,27.2,38.87,121.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Golden Retriever,Dog,9.0,39.3,37.57,132.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Oscar,Beagle,Dog,14.0,4.2,38.61,106.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Siamese,Cat,12.0,8.1,38.62,128.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Sphynx,Cat,12.0,6.3,39.19,138.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Poodle,Dog,2.0,19.9,39.64,166.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Jack,Persian,Cat,15.0,2.9,37.56500000000001,128.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Bulldog,Dog,15.0,17.3,38.71,98.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Persian,Cat,1.0,2.7,37.56500000000001,168.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Molly,Poodle,Dog,13.0,9.6,37.56500000000001,190.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Toby,Beagle,Dog,16.0,4.1,38.61,108.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Bengal,Cat,12.0,9.8,38.93,127.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Siamese,Cat,4.0,8.5,39.925,160.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Maine Coon,Cat,8.0,33.4,39.27,170.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Golden Retriever,Dog,5.0,37.3,39.85,122.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Ragdoll,Cat,1.0,27.9,38.73,118.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Sphynx,Cat,11.0,4.6,39.13,151.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Ragdoll,Cat,1.0,21.8,37.61,140.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Bengal,Cat,14.0,16.8,37.86,193.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Buddy,Chihuahua,Dog,4.0,3.2,38.79,134.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Golden Retriever,Dog,4.0,29.3,39.925,173.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Coco,Bulldog,Dog,3.0,6.4,38.55,96.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Poodle,Dog,16.0,16.8,38.48,83.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,Chihuahua,Dog,7.0,6.4,39.925,167.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Persian,Cat,6.0,11.3,38.42,141.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Golden Retriever,Dog,15.0,40.9,38.71,84.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Ragdoll,Cat,3.0,25.4,38.69,110.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Bengal,Cat,3.0,17.2,38.97,124.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Siamese,Cat,16.0,5.3,39.925,160.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Labrador Retriever,Dog,3.0,19.8,38.7,88.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Domestic Shorthair,Cat,7.0,5.5,39.91,172.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Persian,Cat,6.0,5.0,38.4,114.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Ragdoll,Cat,16.0,24.9,39.71,151.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Beagle,Dog,5.0,6.6,38.84,100.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Bulldog,Dog,7.0,16.2,38.68,91.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Siamese,Cat,6.0,3.3,38.69,132.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Chihuahua,Dog,4.0,6.8,38.98,121.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Labrador Retriever,Dog,5.0,28.8,38.4,81.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Bulldog,Dog,17.0,22.4,38.86,93.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Siamese,Cat,7.0,5.2,38.94,143.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Sphynx,Cat,17.0,3.0,39.11,136.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,Domestic Shorthair,Cat,12.0,6.8,38.46,133.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Bulldog,Dog,4.0,8.8,38.56,105.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Domestic Shorthair,Cat,5.0,8.5,37.56500000000001,202.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Tiger,Labrador Retriever,Dog,14.0,16.4,38.38,84.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Bulldog,Dog,1.0,18.5,38.85,93.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Beagle,Dog,4.0,5.4,39.23,102.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,German Shepherd,Dog,1.0,41.4,38.7,88.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Labrador Retriever,Dog,15.0,42.7,38.56,76.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,German Shepherd,Dog,16.0,32.2,38.47,75.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Ragdoll,Cat,8.0,23.0,38.6,103.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Bengal,Cat,14.0,20.2,38.76,126.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Bengal,Cat,8.0,15.9,39.01,138.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Ragdoll,Cat,4.0,36.8,38.69,121.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Maine Coon,Cat,11.0,38.4,37.56500000000001,170.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Cooper,Domestic Shorthair,Cat,9.0,6.4,38.79,130.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Bengal,Cat,2.0,15.0,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Sphynx,Cat,7.0,6.5,37.56500000000001,177.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Zoe,Bengal,Cat,9.0,25.8,38.39,140.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bulldog,Dog,9.0,18.2,37.6,189.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Leo,Chihuahua,Dog,12.0,5.8,38.44,133.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Bengal,Cat,6.0,23.9,39.03,136.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Bengal,Cat,5.0,17.9,39.6,134.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Poodle,Dog,16.0,16.6,38.69,100.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Golden Retriever,Dog,14.0,42.1,39.925,166.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Bella,Sphynx,Cat,14.0,4.8,39.18,148.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Luna,Beagle,Dog,6.0,2.9,38.88,115.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Bulldog,Dog,2.0,8.7,39.925,144.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Bengal,Cat,8.0,26.0,39.925,187.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Daisy,Persian,Cat,6.0,6.0,38.38,136.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,9.0,27.8,39.925,183.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Bengal,Cat,8.0,18.5,38.91,129.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Beagle,Dog,4.0,5.2,38.89,124.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Bulldog,Dog,6.0,18.8,38.8,100.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Bengal,Cat,14.0,28.5,38.73,134.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Siamese,Cat,16.0,6.2,38.86,120.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Ruby,Bulldog,Dog,10.0,21.0,38.87,93.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Maine Coon,Cat,8.0,20.9,38.29,110.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Ragdoll,Cat,5.0,23.7,38.57,128.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Chihuahua,Dog,14.0,5.4,38.86,114.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Charlie,Sphynx,Cat,8.0,3.8,39.26,143.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,German Shepherd,Dog,12.0,19.4,39.925,146.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,German Shepherd,Dog,13.0,28.7,38.53,69.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,Persian,Cat,14.0,3.8,38.43,124.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Labrador Retriever,Dog,13.0,19.8,37.56500000000001,139.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Chihuahua,Dog,1.0,7.8,38.92,132.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Domestic Shorthair,Cat,4.0,5.4,38.7,143.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Persian,Cat,7.0,5.9,38.2,137.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Labrador Retriever,Dog,1.0,30.6,37.81,139.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Domestic Shorthair,Cat,5.0,6.2,39.925,166.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Chihuahua,Dog,3.0,3.8,38.52,126.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Chihuahua,Dog,14.0,8.0,38.9,132.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,German Shepherd,Dog,4.0,36.0,38.58,83.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Persian,Cat,1.0,3.4,38.72,119.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Chihuahua,Dog,14.0,4.3,38.86,132.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Chihuahua,Dog,10.0,6.9,39.63,155.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Chihuahua,Dog,12.0,4.9,38.8,136.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Labrador Retriever,Dog,3.0,36.7,38.47,86.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Beagle,Dog,8.0,3.3,38.47,133.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Bulldog,Dog,6.0,10.3,38.88,117.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Labrador Retriever,Dog,2.0,39.3,37.83,150.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Golden Retriever,Dog,4.0,21.0,38.62,113.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Bengal,Cat,12.0,11.8,38.88,100.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Sphynx,Cat,3.0,8.9,39.56,122.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Golden Retriever,Dog,14.0,26.9,37.56500000000001,144.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Milo,Siamese,Cat,3.0,5.9,38.97,115.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Chihuahua,Dog,9.0,3.7,38.82,126.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Bulldog,Dog,6.0,17.0,37.75,151.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Persian,Cat,17.0,8.3,38.44,127.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Siamese,Cat,16.0,4.2,38.47,133.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,Golden Retriever,Dog,9.0,30.8,38.55,99.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Bengal,Cat,8.0,20.5,38.91,118.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bengal,Cat,3.0,14.8,37.87,136.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Maine Coon,Cat,1.0,36.2,38.52,113.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Domestic Shorthair,Cat,5.0,7.4,38.87,121.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Golden Retriever,Dog,5.0,28.5,38.28,81.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,German Shepherd,Dog,17.0,33.4,38.54,104.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Coco,Labrador Retriever,Dog,2.0,28.6,39.62,166.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Golden Retriever,Dog,6.0,25.8,39.925,146.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Sphynx,Cat,6.0,4.9,38.94,139.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Poodle,Dog,6.0,20.9,38.95,96.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Poodle,Dog,4.0,8.2,39.925,141.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Molly,Labrador Retriever,Dog,2.0,29.5,39.74,137.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Persian,Cat,8.0,6.1,38.78,138.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Golden Retriever,Dog,5.0,20.4,38.47,93.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Beagle,Dog,4.0,7.3,38.62,112.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Chihuahua,Dog,14.0,8.9,38.83,135.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Beagle,Dog,12.0,4.5,38.94,126.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Bengal,Cat,9.0,4.8,38.51,149.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Beagle,Dog,5.0,5.6,37.77,155.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Beagle,Dog,4.0,9.3,38.86,111.0,Normal,Active And Happy,Continue Regular Monitoring
Max,German Shepherd,Dog,8.0,34.7,38.85,87.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Persian,Cat,3.0,5.5,38.3,130.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Bulldog,Dog,8.0,13.3,39.925,134.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Bella,Persian,Cat,3.0,7.7,38.59,118.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Beagle,Dog,1.0,5.9,38.51,120.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Bulldog,Dog,6.0,12.6,37.56500000000001,158.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Jack,Beagle,Dog,6.0,8.6,39.07,100.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Labrador Retriever,Dog,10.0,22.2,38.86,74.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Golden Retriever,Dog,16.0,31.5,37.56500000000001,130.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Daisy,Bengal,Cat,12.0,13.1,37.56500000000001,166.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Labrador Retriever,Dog,14.0,19.0,38.27,79.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Chihuahua,Dog,1.0,6.7,38.54,120.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Bengal,Cat,5.0,16.1,39.925,128.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Bulldog,Dog,7.0,13.9,38.67,92.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,German Shepherd,Dog,2.0,25.7,39.925,160.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Golden Retriever,Dog,11.0,33.8,37.91,127.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Charlie,Ragdoll,Cat,3.0,37.4,38.71,126.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Siamese,Cat,3.0,3.9,37.56500000000001,172.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Zoe,Labrador Retriever,Dog,2.0,28.3,37.56500000000001,123.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Max,Chihuahua,Dog,8.0,6.9,38.94,126.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Poodle,Dog,10.0,12.0,39.22,108.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Bengal,Cat,12.0,13.7,39.0,122.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Chihuahua,Dog,7.0,4.0,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Oscar,Labrador Retriever,Dog,17.0,34.5,38.36,85.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Cooper,Chihuahua,Dog,4.0,5.9,39.06,125.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Siamese,Cat,1.0,4.4,38.61,129.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Bulldog,Dog,9.0,19.9,39.44,136.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Oscar,Siamese,Cat,10.0,5.0,39.925,178.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Simba,Domestic Shorthair,Cat,6.0,4.6,39.72,157.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Oscar,Persian,Cat,3.0,3.0,38.6,118.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Persian,Cat,6.0,2.4,38.3,118.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Chihuahua,Dog,2.0,3.4,38.84,137.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Poodle,Dog,10.0,9.2,38.86,109.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Sphynx,Cat,6.0,6.7,39.35,130.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Persian,Cat,14.0,3.8,39.82,159.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Golden Retriever,Dog,17.0,24.4,38.93,93.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,German Shepherd,Dog,5.0,35.9,39.84,125.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Max,Bengal,Cat,15.0,19.9,38.88,121.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Ragdoll,Cat,6.0,20.6,38.48,99.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,German Shepherd,Dog,7.0,37.9,39.7,163.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,Sphynx,Cat,1.0,3.7,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Bella,Persian,Cat,9.0,6.0,38.66,149.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Sphynx,Cat,8.0,5.0,39.11,133.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Bulldog,Dog,13.0,20.7,38.39,100.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Persian,Cat,5.0,5.3,38.31,124.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Chihuahua,Dog,4.0,6.9,38.99,117.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Maine Coon,Cat,14.0,34.7,38.08,122.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Coco,Bengal,Cat,2.0,17.5,37.95,141.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Max,Beagle,Dog,9.0,8.3,38.73,104.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Chihuahua,Dog,15.0,5.5,38.87,105.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Bulldog,Dog,3.0,7.5,38.95,90.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,1.0,29.9,38.46,130.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Siamese,Cat,3.0,4.5,38.41,129.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Siamese,Cat,16.0,6.9,38.98,117.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Ruby,Domestic Shorthair,Cat,4.0,2.6,37.56500000000001,199.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Daisy,Poodle,Dog,8.0,16.3,39.91,157.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Golden Retriever,Dog,17.0,35.0,37.78,124.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Poodle,Dog,17.0,12.6,38.54,92.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Poodle,Dog,4.0,17.6,38.82,95.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Domestic Shorthair,Cat,2.0,5.1,37.63,184.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Jack,Persian,Cat,7.0,3.2,38.52,142.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Maine Coon,Cat,5.0,32.4,38.19,102.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Maine Coon,Cat,10.0,28.3,38.25,104.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Beagle,Dog,16.0,1.7,39.06,116.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Simba,Bengal,Cat,16.0,16.3,38.81,125.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Bulldog,Dog,12.0,10.7,39.08,112.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,German Shepherd,Dog,7.0,31.1,38.53,80.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Poodle,Dog,1.0,15.2,38.73,108.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Golden Retriever,Dog,4.0,28.1,39.4,147.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
